"ticker","type_stock","date_approval","value_cash","ratio","corporate_action","last_date_prior_ex","date_closing_price_prior_ex_date","closing_price_prior_ex_date","quoted_per_shares","corporate_action_price","last_date_time_prior_ex"
"PETR4","PN","2023-08-03","0,574652","1,0","DIVIDENDO","2023-08-21","2023-08-21","31,3","1,0","1,835949","2023-08-21T00:00:00"
"PETR4","PN","2023-08-03","0,365476","1,0","JRS CAP PROPRIO","2023-08-21","2023-08-21","31,3","1,0","1,167655","2023-08-21T00:00:00"
"PETR4","PN","2023-08-03","0,209176","1,0","DIVIDENDO","2023-08-21","2023-08-21","31,3","1,0","0,668294","2023-08-21T00:00:00"
"PETZ3","ON","2020-12-17","0,03314862422","1,0","JRS CAP PROPRIO","2020-12-22","2020-12-22","18,9","1,0","0,17539","2020-12-22T00:00:00"
"PETZ3","ON","2021-04-30","0,00656632017","1,0","DIVIDENDO","2021-04-30","2021-04-30","24,17","1,0","0,027167","2021-04-30T00:00:00"
"PETZ3","ON","2021-06-24","0,01269063884","1,0","JRS CAP PROPRIO","2021-06-30","2021-06-30","25,76","1,0","0,049265","2021-06-30T00:00:00"
"PETZ3","ON","2021-12-20","0,02298544557","1,0","JRS CAP PROPRIO","2021-12-23","2021-12-23","16,83","1,0","0,136574","2021-12-23T00:00:00"
"PETZ3","ON","2022-04-26","0,00469805303","1,0","DIVIDENDO","2022-04-26","2022-04-26","15,75","1,0","0,029829","2022-04-26T00:00:00"
"PETZ3","ON","2022-04-26","0,00469805303","1,0","DIVIDENDO","2022-04-26","2022-04-26","15,75","1,0","0,029829","2022-04-26T00:00:00"
"PETZ3","ON","2022-06-23","0,00652258735","1,0","JRS CAP PROPRIO","2022-06-28","2022-06-28","10,57","1,0","0,061708","2022-06-28T00:00:00"
"PETZ3","ON","2022-12-20","0,01083088319","1,0","JRS CAP PROPRIO","2022-12-23","2022-12-23","6,78","1,0","0,159748","2022-12-23T00:00:00"
"PETZ3","ON","2023-04-24","0,01054754952","1,0","DIVIDENDO","2023-04-24","2023-04-24","6,3","1,0","0,167421","2023-04-24T00:00:00"
"PETZ3","ON","2023-06-27","0,00648688977","1,0","JRS CAP PROPRIO","2023-06-30","2023-06-30","6,58","1,0","0,098585","2023-06-30T00:00:00"
"PGMN3","ON","2022-12-14","0,1859620619","1,0","JRS CAP PROPRIO","2023-01-27","2023-01-27","4,65","1,0","3,999184","2023-01-27T00:00:00"
"PLPL3","ON","2021-04-27","0,1958326806","1,0","DIVIDENDO","2021-04-30","2021-04-30","7,04","1,0","2,781714","2021-04-30T00:00:00"
"PLPL3","ON","2022-04-26","0,161174922","1,0","DIVIDENDO","2022-04-29","2022-04-29","2,92","1,0","5,519689","2022-04-29T00:00:00"
"PLPL3","ON","2023-04-27","0,16014087543","1,0","DIVIDENDO","2023-04-28","2023-04-28","6,12","1,0","2,616681","2023-04-28T00:00:00"
"PNVL3","ON","2015-04-28","0,184909","1,0","DIVIDENDO","2015-04-28","2015-04-28","202,99","1,0","0,091093","2015-04-28T00:00:00"
"PNVL3","ON","2015-08-18","0,362038237","1,0","JRS CAP PROPRIO","2015-08-18","2015-08-18","190,99","1,0","0,189559","2015-08-18T00:00:00"
"PNVL3","ON","2015-08-18","0,362038237","1,0","JRS CAP PROPRIO","2015-08-18","2015-08-18","190,99","1,0","0,189559","2015-08-18T00:00:00"
"PNVL3","ON","2015-08-18","0,362038237","1,0","JRS CAP PROPRIO","2015-08-18","2015-08-18","190,99","1,0","0,189559","2015-08-18T00:00:00"
"PNVL3","ON","2015-12-21","0,651668827","1,0","JRS CAP PROPRIO","2015-12-21","2015-12-21","288,0","1,0","0,226274","2015-12-21T00:00:00"
"PNVL3","ON","2015-12-21","0,651668827","1,0","JRS CAP PROPRIO","2015-12-21","2015-12-21","288,0","1,0","0,226274","2015-12-21T00:00:00"
"PNVL3","ON","2015-12-21","0,651668827","1,0","JRS CAP PROPRIO","2015-12-21","2015-12-21","288,0","1,0","0,226274","2015-12-21T00:00:00"
"PNVL3","ON","2016-08-19","0,470649709","1,0","JRS CAP PROPRIO","2016-08-19","2016-08-19","460,0","1,0","0,102315","2016-08-19T00:00:00"
"PNVL3","ON","2016-08-19","0,470649709","1,0","JRS CAP PROPRIO","2016-08-19","2016-08-19","460,0","1,0","0,102315","2016-08-19T00:00:00"
"PNVL3","ON","2016-08-19","0,470649709","1,0","JRS CAP PROPRIO","2016-08-19","2016-08-19","460,0","1,0","0,102315","2016-08-19T00:00:00"
"PNVL3","ON","2016-12-23","0,724076475","1,0","JRS CAP PROPRIO","2016-12-28","2016-12-28","634,99","1,0","0,11403","2016-12-28T00:00:00"
"PNVL3","ON","2016-12-23","0,724076475","1,0","JRS CAP PROPRIO","2016-12-28","2016-12-28","634,99","1,0","0,11403","2016-12-28T00:00:00"
"PNVL3","ON","2016-12-23","0,724076475","1,0","JRS CAP PROPRIO","2016-12-28","2016-12-28","634,99","1,0","0,11403","2016-12-28T00:00:00"
"PNVL3","ON","2017-08-10","0,528564345","1,0","JRS CAP PROPRIO","2017-08-16","2017-08-16","550,0","1,0","0,096103","2017-08-16T00:00:00"
"PNVL3","ON","2017-08-10","0,528564345","1,0","JRS CAP PROPRIO","2017-08-16","2017-08-16","550,0","1,0","0,096103","2017-08-16T00:00:00"
"PNVL3","ON","2017-08-10","0,528564345","1,0","JRS CAP PROPRIO","2017-08-16","2017-08-16","550,0","1,0","0,096103","2017-08-16T00:00:00"
"PNVL3","ON","2017-12-22","0,738734521","1,0","JRS CAP PROPRIO","2017-12-28","2017-12-28","400,0","1,0","0,184684","2017-12-28T00:00:00"
"PNVL3","ON","2017-12-22","0,738734521","1,0","JRS CAP PROPRIO","2017-12-28","2017-12-28","400,0","1,0","0,184684","2017-12-28T00:00:00"
"PNVL3","ON","2017-12-22","0,738734521","1,0","JRS CAP PROPRIO","2017-12-28","2017-12-28","400,0","1,0","0,184684","2017-12-28T00:00:00"
"PNVL3","ON","2018-08-17","0,559519997","1,0","JRS CAP PROPRIO","2018-08-23","2018-08-23","300,0","1,0","0,186507","2018-08-23T00:00:00"
"PNVL3","ON","2018-08-17","0,559519997","1,0","JRS CAP PROPRIO","2018-08-23","2018-08-23","300,0","1,0","0,186507","2018-08-23T00:00:00"
"PNVL3","ON","2018-08-17","0,559519997","1,0","JRS CAP PROPRIO","2018-08-23","2018-08-23","300,0","1,0","0,186507","2018-08-23T00:00:00"
"PNVL3","ON","2018-12-14","0,898932513","1,0","JRS CAP PROPRIO","2018-12-20","2018-12-17","316,99","1,0","0,283584","2018-12-20T00:00:00"
"PNVL3","ON","2018-12-14","0,898932513","1,0","JRS CAP PROPRIO","2018-12-20","2018-12-17","316,99","1,0","0,283584","2018-12-20T00:00:00"
"PNVL3","ON","2018-12-14","0,898932513","1,0","JRS CAP PROPRIO","2018-12-20","2018-12-17","316,99","1,0","0,283584","2018-12-20T00:00:00"
"PNVL3","ON","2019-06-14","0,619021007","1,0","JRS CAP PROPRIO","2019-06-24","2019-06-24","403,93","1,0","0,15325","2019-06-24T00:00:00"
"PNVL3","ON","2019-06-14","0,619021007","1,0","JRS CAP PROPRIO","2019-06-24","2019-06-24","403,93","1,0","0,15325","2019-06-24T00:00:00"
"PNVL3","ON","2019-06-14","0,619021007","1,0","JRS CAP PROPRIO","2019-06-24","2019-06-24","403,93","1,0","0,15325","2019-06-24T00:00:00"
"PNVL3","ON","2019-09-27","1,096259163","1,0","JRS CAP PROPRIO","2019-10-02","2019-10-02","445,0","1,0","0,24635","2019-10-02T00:00:00"
"PNVL3","ON","2019-12-19","1,044734982","1,0","JRS CAP PROPRIO","2019-12-26","2019-12-26","589,01","1,0","0,177371","2019-12-26T00:00:00"
"PNVL3","ON","2019-12-19","1,044734982","1,0","JRS CAP PROPRIO","2019-12-26","2019-12-26","589,01","1,0","0,177371","2019-12-26T00:00:00"
"PNVL3","ON","2020-09-30","0,022962013","1,0","JRS CAP PROPRIO","2020-10-30","2020-10-30","20,49","1,0","0,112064","2020-10-30T00:00:00"
"PNVL3","ON","2020-12-23","0,045338864","1,0","JRS CAP PROPRIO","2020-12-30","2020-12-30","21,8","1,0","0,207976","2020-12-30T00:00:00"
"PNVL3","ON","2020-12-23","0,045338864","1,0","JRS CAP PROPRIO","2020-12-30","2020-12-30","21,8","1,0","0,207976","2020-12-30T00:00:00"
"PNVL3","ON","2020-12-23","0,02234089","1,0","JRS CAP PROPRIO","2020-12-30","2020-12-30","21,8","1,0","0,102481","2020-12-30T00:00:00"
"PNVL3","ON","2021-08-06","0,039899591","1,0","JRS CAP PROPRIO","2021-08-20","2021-08-20","18,51","1,0","0,215557","2021-08-20T00:00:00"
"PNVL3","ON","2021-12-17","0,044884819","1,0","JRS CAP PROPRIO","2021-12-27","2021-12-27","12,7","1,0","0,353424","2021-12-27T00:00:00"
"PNVL3","ON","2021-12-17","0,044884818","1,0","JRS CAP PROPRIO","2021-12-27","2021-12-27","12,7","1,0","0,353424","2021-12-27T00:00:00"
"PNVL3","ON","2021-12-17","0,044884818","1,0","JRS CAP PROPRIO","2021-12-27","2021-12-27","12,7","1,0","0,353424","2021-12-27T00:00:00"
"PNVL3","ON","2022-08-12","0,05381962","1,0","JRS CAP PROPRIO","2022-08-22","2022-08-22","12,37","1,0","0,435082","2022-08-22T00:00:00"
"PNVL3","ON","2022-12-15","0,05610363","1,0","JRS CAP PROPRIO","2022-12-26","2022-12-26","10,62","1,0","0,528283","2022-12-26T00:00:00"
"PNVL3","ON","2022-12-15","0,05610364","1,0","JRS CAP PROPRIO","2022-12-26","2022-12-26","10,62","1,0","0,528283","2022-12-26T00:00:00"
"PNVL3","ON","2022-12-15","0,05610363","1,0","JRS CAP PROPRIO","2022-12-26","2022-12-26","10,62","1,0","0,528283","2022-12-26T00:00:00"
"PNVL3","ON","2023-06-30","0,05374218","1,0","JRS CAP PROPRIO","2023-08-22","2023-08-22","12,95","1,0","0,414998","2023-08-22T00:00:00"
"POMO4","PN","2015-02-23","0,0339","1,0","DIVIDENDO","2015-02-23","2015-02-23","2,47","1,0","1,37247","2015-02-23T00:00:00"
"POMO4","PN","2015-02-23","0,0243","1,0","JRS CAP PROPRIO","2015-03-23","2015-03-23","2,27","1,0","1,070485","2015-03-23T00:00:00"
"POMO4","PN","2015-02-23","0,0243","1,0","JRS CAP PROPRIO","2015-06-22","2015-06-22","2,58","1,0","0,94186","2015-06-22T00:00:00"
"POMO4","PN","2016-11-07","0,131","1,0","JRS CAP PROPRIO","2016-11-10","2016-11-10","2,9","1,0","4,517241","2016-11-10T00:00:00"
"POMO4","PN","2017-12-21","0,0185","1,0","JRS CAP PROPRIO","2017-12-27","2017-12-27","4,0","1,0","0,4625","2017-12-27T00:00:00"
"POMO4","PN","2018-02-21","0,021","1,0","DIVIDENDO","2018-02-26","2018-02-26","4,2","1,0","0,5","2018-02-26T00:00:00"
"POMO4","PN","2018-12-10","0,09","1,0","JRS CAP PROPRIO","2018-12-14","2018-12-14","4,1","1,0","2,195122","2018-12-14T00:00:00"
"POMO4","PN","2019-06-19","0,03","1,0","JRS CAP PROPRIO","2019-06-25","2019-06-25","3,75","1,0","0,8","2019-06-25T00:00:00"
"POMO4","PN","2019-08-29","0,03","1,0","JRS CAP PROPRIO","2019-09-23","2019-09-23","3,38","1,0","0,887574","2019-09-23T00:00:00"
"POMO4","PN","2020-02-20","0,048","1,0","DIVIDENDO","2020-02-27","2020-02-27","4,95","1,0","0,969697","2020-02-27T00:00:00"
"POMO4","PN","2020-02-20","0,025","1,0","JRS CAP PROPRIO","2020-03-23","2020-03-23","2,25","1,0","1,111111","2020-03-23T00:00:00"
"POMO4","PN","2020-12-16","0,02","1,0","JRS CAP PROPRIO","2020-12-22","2020-12-22","2,77","1,0","0,722022","2020-12-22T00:00:00"
"POMO4","PN","2021-06-30","0,07","1,0","JRS CAP PROPRIO","2021-07-05","2021-07-05","3,63","1,0","1,928375","2021-07-05T00:00:00"
"POMO4","PN","2021-12-21","0,037","1,0","JRS CAP PROPRIO","2021-12-28","2021-12-28","2,95","1,0","1,254237","2021-12-28T00:00:00"
"POMO4","PN","2022-12-16","0,142","1,0","JRS CAP PROPRIO","2022-12-26","2022-12-26","2,7","1,0","5,259259","2022-12-26T00:00:00"
"POMO4","PN","2023-02-27","0,092","1,0","DIVIDENDO","2023-03-06","2023-03-06","3,38","1,0","2,721893","2023-03-06T00:00:00"
"POMO4","PN","2023-07-03","0,07","1,0","JRS CAP PROPRIO","2023-07-11","2023-07-11","5,05","1,0","1,386139","2023-07-11T00:00:00"
"POSI3","ON","2015-04-30","0,06825871","1,0","DIVIDENDO","2015-04-30","2015-04-30","2,28","1,0","2,993803","2015-04-30T00:00:00"
"POSI3","ON","2017-04-28","0,02566321","1,0","DIVIDENDO","2017-04-28","2017-04-28","3,66","1,0","0,701181","2017-04-28T00:00:00"
"POSI3","ON","2020-06-01","0,0321","1,0","DIVIDENDO","2020-06-01","2020-06-01","4,45","1,0","0,721348","2020-06-01T00:00:00"
"POSI3","ON","2021-04-30","0,085404058","1,0","DIVIDENDO","2021-04-30","2021-04-30","11,23","1,0","0,760499","2021-04-30T00:00:00"
"POSI3","ON","2021-04-30","0,085404058","1,0","DIVIDENDO","2021-04-30","2021-04-30","11,23","1,0","0,760499","2021-04-30T00:00:00"
"POSI3","ON","2021-04-30","0,17080811601","1,0","DIVIDENDO","2021-04-30","2021-04-30","11,23","1,0","1,520998","2021-04-30T00:00:00"
"POSI3","ON","2022-04-29","0,22114218012","1,0","DIVIDENDO","2022-04-29","2022-04-29","7,81","1,0","2,831526","2022-04-29T00:00:00"
"POSI3","ON","2022-04-29","0,11907655857","1,0","DIVIDENDO","2022-04-29","2022-04-29","7,81","1,0","1,524668","2022-04-29T00:00:00"
"POSI3","ON","2023-04-28","0,33410124192","1,0","DIVIDENDO","2023-04-28","2023-04-28","7,49","1,0","4,460631","2023-04-28T00:00:00"
"POSI3","ON","2023-04-28","0,17995386491","1,0","DIVIDENDO","2023-04-28","2023-04-28","7,49","1,0","2,402588","2023-04-28T00:00:00"
"PSSA3","ON","2015-03-27","0,6362331","1,0","DIVIDENDO","2015-03-27","2015-03-27","34,5","1,0","1,844154","2015-03-27T00:00:00"
"PSSA3","ON","2015-10-28","0,7902119","1,0","JRS CAP PROPRIO","2015-10-28","2015-10-28","34,02","1,0","2,322786","2015-10-28T00:00:00"
"PSSA3","ON","2015-12-11","0,31723542","1,0","JRS CAP PROPRIO","2015-12-11","2015-12-11","32,46","1,0","0,977312","2015-12-11T00:00:00"
"PSSA3","ON","2016-03-29","0,14155541","1,0","DIVIDENDO","2016-03-29","2016-03-29","28,39","1,0","0,49861","2016-03-29T00:00:00"
"PSSA3","ON","2016-10-27","1,0864447","1,0","JRS CAP PROPRIO","2016-10-27","2016-10-27","31,15","1,0","3,487784","2016-10-27T00:00:00"
"PSSA3","ON","2016-12-15","0,10006401","1,0","JRS CAP PROPRIO","2016-12-20","2016-12-20","26,05","1,0","0,384123","2016-12-20T00:00:00"
"PSSA3","ON","2017-06-27","0,75352584","1,0","JRS CAP PROPRIO","2017-06-30","2017-06-30","30,61","1,0","2,461698","2017-06-30T00:00:00"
"PSSA3","ON","2017-10-25","0,74910368","1,0","JRS CAP PROPRIO","2017-10-30","2017-10-30","37,32","1,0","2,007245","2017-10-30T00:00:00"
"PSSA3","ON","2018-03-29","0,08514104","1,0","DIVIDENDO","2018-03-29","2018-03-29","48,56","1,0","0,175332","2018-03-29T00:00:00"
"PSSA3","ON","2018-05-23","1,54658453","1,0","DIVIDENDO","2018-05-28","2018-05-28","44,58","1,0","3,469234","2018-05-28T00:00:00"
"PSSA3","ON","2018-06-20","0,70749437","1,0","JRS CAP PROPRIO","2018-06-27","2018-06-27","39,53","1,0","1,789766","2018-06-27T00:00:00"
"PSSA3","ON","2018-10-31","0,77012177","1,0","JRS CAP PROPRIO","2018-11-06","2018-11-06","55,17","1,0","1,395907","2018-11-06T00:00:00"
"PSSA3","ON","2018-11-21","0,92795072","1,0","DIVIDENDO","2018-11-26","2018-11-26","54,24","1,0","1,710824","2018-11-26T00:00:00"
"PSSA3","ON","2019-03-29","0,76968654","1,0","DIVIDENDO","2019-03-29","2019-03-29","53,83","1,0","1,429847","2019-03-29T00:00:00"
"PSSA3","ON","2019-06-19","0,71456757","1,0","JRS CAP PROPRIO","2019-06-25","2019-06-25","52,84","1,0","1,352323","2019-06-25T00:00:00"
"PSSA3","ON","2019-10-24","0,63708509","1,0","JRS CAP PROPRIO","2019-10-29","2019-10-29","56,69","1,0","1,123805","2019-10-29T00:00:00"
"PSSA3","ON","2020-03-31","0,98491337","1,0","DIVIDENDO","2020-03-31","2020-03-31","44,92","1,0","2,192594","2020-03-31T00:00:00"
"PSSA3","ON","2020-06-24","0,59679777637","1,0","JRS CAP PROPRIO","2020-06-29","2020-06-29","52,19","1,0","1,14351","2020-06-29T00:00:00"
"PSSA3","ON","2020-10-27","0,55962046524","1,0","JRS CAP PROPRIO","2020-10-30","2020-10-30","47,42","1,0","1,180136","2020-10-30T00:00:00"
"PSSA3","ON","2021-03-31","0,46218607548","1,0","DIVIDENDO","2021-03-31","2021-03-31","46,98","1,0","0,983793","2021-03-31T00:00:00"
"PSSA3","ON","2021-03-31","0,92344850098","1,0","DIVIDENDO","2021-03-31","2021-03-31","46,98","1,0","1,96562","2021-03-31T00:00:00"
"PSSA3","ON","2021-03-31","0,25760941409","1,0","DIVIDENDO","2021-03-31","2021-03-31","46,98","1,0","0,548338","2021-03-31T00:00:00"
"PSSA3","ON","2021-07-26","0,69151091","1,0","JRS CAP PROPRIO","2021-07-29","2021-07-29","52,03","1,0","1,329062","2021-07-29T00:00:00"
"PSSA3","ON","2021-10-26","0,2773017152","1,0","JRS CAP PROPRIO","2021-10-29","2021-10-29","23,34","1,0","1,188096","2021-10-29T00:00:00"
"PSSA3","ON","2022-03-31","0,41032952435","1,0","DIVIDENDO","2022-03-31","2022-03-31","21,11","1,0","1,943768","2022-03-31T00:00:00"
"PSSA3","ON","2022-03-31","0,03717026792","1,0","DIVIDENDO","2022-03-31","2022-03-31","21,11","1,0","0,176079","2022-03-31T00:00:00"
"PSSA3","ON","2022-08-24","0,62330389068","1,0","JRS CAP PROPRIO","2022-08-30","2022-08-30","22,12","1,0","2,81783","2022-08-30T00:00:00"
"PSSA3","ON","2022-10-26","0,08777106007","1,0","JRS CAP PROPRIO","2022-10-31","2022-10-31","23,24","1,0","0,377672","2022-10-31T00:00:00"
"PSSA3","ON","2023-06-26","0,58940881104","1,0","JRS CAP PROPRIO","2023-06-29","2023-06-29","28,66","1,0","2,056556","2023-06-29T00:00:00"
"PSSA3","ON","2023-09-25","0,29169001539","1,0","JRS CAP PROPRIO","2023-09-28","2023-09-28","26,83","1,0","1,087179","2023-09-28T00:00:00"
"PTBL3","ON","2015-04-30","0,2440905331","1,0","DIVIDENDO","2015-04-30","2015-04-30","3,48","1,0","7,014096","2015-04-30T00:00:00"
"PTBL3","ON","2015-08-07","0,037484","1,0","JRS CAP PROPRIO","2015-08-07","2015-08-07","2,73","1,0","1,37304","2015-08-07T00:00:00"
"PTBL3","ON","2016-04-29","0,0371459","1,0","JRS CAP PROPRIO","2016-04-29","2016-04-29","2,5","1,0","1,485836","2016-04-29T00:00:00"
"PTBL3","ON","2016-04-29","0,0142865","1,0","DIVIDENDO","2016-04-29","2016-04-29","2,5","1,0","0,57146","2016-04-29T00:00:00"
"PTBL3","ON","2017-04-28","0,003661","1,0","JRS CAP PROPRIO","2017-04-28","2017-04-28","2,89","1,0","0,126678","2017-04-28T00:00:00"
"PTBL3","ON","2017-08-03","0,070041","1,0","JRS CAP PROPRIO","2017-08-09","2017-08-09","3,77","1,0","1,857851","2017-08-09T00:00:00"
"PTBL3","ON","2018-04-30","0,0293603","1,0","JRS CAP PROPRIO","2018-05-04","2018-05-04","5,15","1,0","0,570103","2018-05-04T00:00:00"
"PTBL3","ON","2018-04-30","0,1061189","1,0","DIVIDENDO","2018-05-04","2018-05-04","5,15","1,0","2,060561","2018-05-04T00:00:00"
"PTBL3","ON","2018-08-08","0,0434938","1,0","JRS CAP PROPRIO","2018-08-14","2018-08-14","4,17","1,0","1,043017","2018-08-14T00:00:00"
"PTBL3","ON","2018-08-08","0,0188821","1,0","DIVIDENDO","2018-08-14","2018-08-14","4,17","1,0","0,452808","2018-08-14T00:00:00"
"PTBL3","ON","2019-04-02","0,0802312","1,0","DIVIDENDO","2019-04-05","2019-04-05","5,04","1,0","1,591889","2019-04-05T00:00:00"
"PTBL3","ON","2019-04-02","0,0746904511","1,0","JRS CAP PROPRIO","2019-04-05","2019-04-05","5,04","1,0","1,481953","2019-04-05T00:00:00"
"PTBL3","ON","2020-04-28","0,039798199","1,0","DIVIDENDO","2020-05-05","2020-05-05","2,76","1,0","1,441964","2020-05-05T00:00:00"
"PTBL3","ON","2021-01-20","0,11181398","1,0","DIVIDENDO","2021-01-26","2021-01-26","7,62","1,0","1,467375","2021-01-26T00:00:00"
"PTBL3","ON","2021-04-27","0,13248513","1,0","JRS CAP PROPRIO","2021-04-30","2021-04-30","11,95","1,0","1,108662","2021-04-30T00:00:00"
"PTBL3","ON","2021-04-27","0,180437307","1,0","DIVIDENDO","2021-04-30","2021-04-30","11,95","1,0","1,509936","2021-04-30T00:00:00"
"PTBL3","ON","2021-08-12","0,1298","1,0","DIVIDENDO","2021-09-03","2021-09-03","14,33","1,0","0,905792","2021-09-03T00:00:00"
"PTBL3","ON","2021-11-10","0,5736","1,0","DIVIDENDO","2021-11-19","2021-11-19","9,6","1,0","5,975","2021-11-19T00:00:00"
"PTBL3","ON","2022-03-16","0,02474647","1,0","DIVIDENDO","2022-03-23","2022-03-23","9,5","1,0","0,260489","2022-03-23T00:00:00"
"PTBL3","ON","2022-08-05","0,1460789","1,0","JRS CAP PROPRIO","2022-08-18","2022-08-18","9,4","1,0","1,554031","2022-08-18T00:00:00"
"PTBL3","ON","2022-08-05","0,16204928","1,0","DIVIDENDO","2022-08-18","2022-08-18","9,4","1,0","1,723929","2022-08-18T00:00:00"
"PTBL3","ON","2023-04-28","0,13049679","1,0","DIVIDENDO","2023-05-03","2023-05-03","5,83","1,0","2,238367","2023-05-03T00:00:00"
"PTBL3","ON","2023-04-28","0,07955559","1,0","JRS CAP PROPRIO","2023-05-03","2023-05-03","5,83","1,0","1,36459","2023-05-03T00:00:00"
"QUAL3","ON","2015-04-30","0,424008737","1,0","DIVIDENDO","2015-04-30","2015-04-30","24,8","1,0","1,709713","2015-04-30T00:00:00"
"QUAL3","ON","2015-08-17","1,468959284","1,0","REST CAP DIN","2015-10-19","2015-10-19","17,05","1,0","8,615597","2015-10-19T00:00:00"
"QUAL3","ON","2016-04-29","0,796007688","1,0","DIVIDENDO","2016-04-29","2016-04-29","14,9","1,0","5,342333","2016-04-29T00:00:00"
"QUAL3","ON","2016-11-07","0,897071078","1,0","DIVIDENDO","2016-11-11","2016-11-11","18,07","1,0","4,964422","2016-11-11T00:00:00"
"QUAL3","ON","2017-04-28","0,492423447","1,0","DIVIDENDO","2017-04-28","2017-04-28","22,6","1,0","2,178865","2017-04-28T00:00:00"
"QUAL3","ON","2017-09-04","0,350789649","1,0","DIVIDENDO","2017-09-08","2017-09-08","36,36","1,0","0,964768","2017-09-08T00:00:00"
"QUAL3","ON","2017-12-18","0,525371917","1,0","DIVIDENDO","2017-12-21","2017-12-21","29,25","1,0","1,796143","2017-12-21T00:00:00"
"QUAL3","ON","2018-04-27","0,360813698","1,0","DIVIDENDO","2018-04-27","2018-04-27","24,31","1,0","1,484219","2018-04-27T00:00:00"
"QUAL3","ON","2018-06-01","0,363017046","1,0","DIVIDENDO","2018-06-06","2018-06-06","17,6","1,0","2,062597","2018-06-06T00:00:00"
"QUAL3","ON","2019-04-29","0,659317332","1,0","DIVIDENDO","2019-04-29","2019-04-29","17,74","1,0","3,716558","2019-04-29T00:00:00"
"QUAL3","ON","2019-07-19","0,647259688","1,0","DIVIDENDO","2019-07-24","2019-07-24","22,65","1,0","2,857659","2019-07-24T00:00:00"
"QUAL3","ON","2019-08-15","3,491295141","1,0","REST CAP DIN","2019-10-18","2019-10-18","33,89","1,0","10,301845","2019-10-18T00:00:00"
"QUAL3","ON","2020-04-30","0,00421291","1,0","DIVIDENDO","2020-04-30","2020-04-30","25,92","1,0","0,016254","2020-04-30T00:00:00"
"QUAL3","ON","2020-10-02","0,1693172805","1,0","JRS CAP PROPRIO","2020-10-13","2020-10-13","31,81","1,0","0,532277","2020-10-13T00:00:00"
"QUAL3","ON","2020-12-24","0,119719","1,0","JRS CAP PROPRIO","2020-12-30","2020-12-30","34,98","1,0","0,34225","2020-12-30T00:00:00"
"QUAL3","ON","2021-04-30","0,704458324","1,0","DIVIDENDO","2021-05-07","2021-05-07","28,43","1,0","2,47787","2021-05-07T00:00:00"
"QUAL3","ON","2021-04-30","1,304632478","1,0","DIVIDENDO","2021-05-07","2021-05-07","28,43","1,0","4,588929","2021-05-07T00:00:00"
"QUAL3","ON","2021-06-30","0,062234283","1,0","JRS CAP PROPRIO","2021-07-13","2021-07-13","26,97","1,0","0,230754","2021-07-13T00:00:00"
"QUAL3","ON","2022-04-29","0,255431505","1,0","DIVIDENDO","2022-05-05","2022-05-05","12,89","1,0","1,981625","2022-05-05T00:00:00"
"QUAL3","ON","2023-04-28","0,079166778","1,0","DIVIDENDO","2023-05-12","2023-05-12","4,74","1,0","1,670185","2023-05-12T00:00:00"
"RADL3","ON","2015-02-26","0,087947338","1,0","JRS CAP PROPRIO","2015-02-26","2015-02-26","28,3","1,0","0,310768","2015-02-26T00:00:00"
"RADL3","ON","2015-03-23","0,098091021","1,0","JRS CAP PROPRIO","2015-03-23","2015-03-23","26,12","1,0","0,37554","2015-03-23T00:00:00"
"RADL3","ON","2015-06-22","0,108112704","1,0","JRS CAP PROPRIO","2015-06-22","2015-06-22","38,88","1,0","0,278068","2015-06-22T00:00:00"
"RADL3","ON","2015-09-21","0,119652825","1,0","JRS CAP PROPRIO","2015-09-21","2015-09-21","39,7","1,0","0,301393","2015-09-21T00:00:00"
"RADL3","ON","2015-12-11","0,130433726","1,0","JRS CAP PROPRIO","2015-12-11","2015-12-11","39,46","1,0","0,330547","2015-12-11T00:00:00"
"RADL3","ON","2016-03-21","0,144836482","1,0","JRS CAP PROPRIO","2016-03-21","2016-03-21","51,8","1,0","0,279607","2016-03-21T00:00:00"
"RADL3","ON","2016-06-21","0,145140122","1,0","JRS CAP PROPRIO","2016-06-24","2016-06-24","59,7","1,0","0,243116","2016-06-24T00:00:00"
"RADL3","ON","2016-09-21","0,149391088","1,0","JRS CAP PROPRIO","2016-09-26","2016-09-26","66,8","1,0","0,223639","2016-09-26T00:00:00"
"RADL3","ON","2016-12-12","0,151820212","1,0","JRS CAP PROPRIO","2016-12-15","2016-12-15","58,21","1,0","0,260815","2016-12-15T00:00:00"
"RADL3","ON","2017-03-21","0,154680521","1,0","JRS CAP PROPRIO","2017-03-24","2017-03-24","57,5","1,0","0,26901","2017-03-24T00:00:00"
"RADL3","ON","2017-06-21","0,148614618","1,0","JRS CAP PROPRIO","2017-06-26","2017-06-26","72,5","1,0","0,204986","2017-06-26T00:00:00"
"RADL3","ON","2017-09-21","0,154680521","1,0","JRS CAP PROPRIO","2017-09-27","2017-09-27","73,48","1,0","0,210507","2017-09-27T00:00:00"
"RADL3","ON","2017-12-12","0,156196996","1,0","JRS CAP PROPRIO","2017-12-15","2017-12-15","87,8","1,0","0,177901","2017-12-15T00:00:00"
"RADL3","ON","2018-03-21","0,154855434","1,0","JRS CAP PROPRIO","2018-03-26","2018-03-26","76,3","1,0","0,202956","2018-03-26T00:00:00"
